ID,H1,H2,H3,H4,H5,H6,H7,H8,H9,N2,N3,N4,N5,N6,N7,N8,N9,N10,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,C1,C2,C3,C4,C5,C6,C7,C8,C9,Sexo,,,
667,1,3,1.00,5,0,3,8,79,12,40,98,97,0,2,2,5,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
668,1,2,1.00,1,2,1,8,38,12,31,12,97,2,0,3,5,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
669,1,2,1.00,1,1,4,98,32,12,42,97,97,1,0,2,5,1,4,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
670,2,1,2.00,0,0,5,98,82,8,29,12,97,0,2,9,9,9,9,9,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
671,2,2,2.00,6,2,1,97,88,12,45,98,97,9,0,4,5,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
672,2,2,2.00,2,0,4,8,55,14,24,8,14,0,1,3,5,1,2,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
673,2,2,2.00,0,2,3,9,57,15,36,9,97,2,0,1,5,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
674,2,2,2.00,2,2,8,98,37,13,42,12,97,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
675,1,2,2.00,2,0,7,98,26,12,35,7,97,0,1,2,4,5,3,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,,,
676,1,1,2.00,2,2,0,97,47,16,60,15,16,1,0,3,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,,,
677,1,1,2.00,1,0,1,16,40,16,51,12,97,0,1,2,5,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
678,1,2,2.00,3,0,99,6,67,10,39,97,97,0,1,4,5,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
679,1,2,2.00,1,0,3,98,18,10,0,10,10,0,8,3,2,5,4,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
680,1,2,2.00,2,1,9,98,44,9,29,6,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
681,1,1,2.00,0,0,0,18,42,16,65,16,97,0,1,4,3,1,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
682,1,1,2.00,2,1,1,98,69,20,86,98,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
683,1,2,2.00,0,0,1,18,37,16,49,14,97,0,1,3,5,1,2,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,,,
684,1,1,2.00,2,1,1,16,70,17,60,14,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
685,1,1,2.00,0,0,0,97,71,20,51,98,97,0,1,3,5,1,2,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,,,
686,1,2,2.00,4,2,2,12,73,8,0,10,8,1,0,4,5,1,3,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,,,
687,1,2,2.00,1,2,12,8,58,10,34,97,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
688,2,3,2.00,3,0,5,97,72,4,0,4,97,0,2,1,5,4,3,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,,,
689,2,2,2.00,1,1,0,97,48,13,0,3,12,1,0,1,5,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
690,1,3,2.00,0,3,98,99,49,12,47,99,97,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
691,2,2,2.00,2,0,2,97,66,7,0,98,97,0,2,1,5,4,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
692,1,1,2.00,3,2,1,7,64,10,0,4,9,2,0,1,5,3,2,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
693,2,3,2.00,5,3,7,98,72,5,0,98,97,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
694,2,3,2.00,8,2,8,97,35,8,0,8,8,8,0,2,5,3,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
695,2,2,2.00,3,0,7,4,34,4,35,8,97,0,1,1,5,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,,,
696,2,1,2.00,2,2,9,98,65,8,29,98,7,2,0,4,5,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
697,2,2,2.00,2,0,7,98,58,11,31,99,9,0,8,1,5,3,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
698,2,2,2.00,4,2,15,98,54,11,42,98,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
699,2,2,2.00,8,0,3,8,66,12,0,10,97,0,1,9,9,9,9,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
700,2,9,2.00,3,9,18,98,40,15,36,97,97,1,0,9,9,9,9,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
701,2,2,2.00,2,2,4,14,43,14,31,14,97,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
702,2,2,2.00,2,0,5,98,72,6,35,98,97,0,8,3,5,2,1,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,,,
703,2,2,2.00,2,2,6,14,28,15,51,12,97,1,0,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
704,2,2,2.00,3,0,13,12,32,12,51,2,97,0,1,4,5,2,1,3,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,,,
705,2,3,2.00,1,1,2,97,31,14,60,12,13,2,0,4,2,1,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
706,1,1,2.00,2,1,7,10,44,12,44,12,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
707,1,1,2.00,1,1,4,8,39,12,51,9,17,1,0,1,5,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
708,1,1,2.00,2,0,16,6,41,12,42,12,97,0,1,5,4,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
709,2,2,2.00,1,0,4,12,32,15,49,13,97,0,1,3,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
710,3,2,2.00,0,1,8,16,23,16,50,98,97,1,0,4,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,,,
711,3,3,2.00,1,2,5,10,20,12,0,98,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
712,2,1,2.00,1,0,3,97,30,14,48,12,13,0,2,2,4,5,1,3,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,1,,,
713,2,2,2.00,5,2,1,97,58,8,30,98,98,1,0,4,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,,,
714,2,2,2.00,1,0,4,16,20,12,41,14,97,0,1,2,5,4,3,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
715,1,1,2.00,0,1,4,11,28,12,45,11,12,1,0,4,5,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,,,
716,2,2,2.00,2,2,11,97,48,14,31,8,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
717,2,2,2.00,7,0,2,98,50,14,51,97,12,0,1,1,5,2,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
718,2,1,2.00,1,1,5,97,55,18,66,10,18,1,0,1,5,4,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,,,
719,1,1,2.00,4,2,5,98,60,12,45,12,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
720,2,2,2.00,3,0,11,9,35,16,29,10,12,0,1,1,5,3,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
721,2,3,2.00,6,2,4,4,42,13,31,12,15,1,0,4,5,2,3,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,,,
722,2,2,2.00,4,2,9,5,29,16,50,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
723,2,2,2.00,1,0,4,97,37,12,42,12,10,0,1,1,5,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
724,1,2,2.00,2,2,0,8,37,11,34,97,97,1,0,4,3,1,2,5,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,,,
725,1,2,2.00,0,1,8,12,42,12,43,7,6,1,0,1,5,4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
726,1,3,2.00,0,0,5,12,28,12,36,8,97,0,1,4,5,1,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
727,2,1,2.00,1,2,4,12,41,12,34,12,97,1,0,4,5,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
728,2,3,2.00,0,1,5,6,41,16,60,4,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
729,1,2,2.00,2,0,4,98,81,14,47,98,97,0,2,5,3,1,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
730,1,1,2.00,4,1,2,10,68,16,61,12,14,2,0,2,5,1,3,4,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
731,1,1,2.00,2,0,2,12,62,18,64,12,20,0,1,5,4,1,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
732,1,1,2.00,2,2,2,16,48,16,49,16,12,2,0,4,5,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
733,1,2,2.00,8,1,2,20,47,11,31,14,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
734,1,3,2.00,2,2,5,14,31,12,21,12,12,2,0,3,5,1,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
735,1,2,2.00,4,2,8,0,63,0,33,97,0,1,0,2,5,4,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,,
736,1,2,2.00,1,1,3,8,50,12,60,10,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
737,1,1,2.00,2,0,6,98,22,8,0,12,12,0,2,5,4,1,2,3,2,2,2,2,2,2,1,2,2,9,9,9,9,9,9,9,9,9,2,,,
738,1,2,2.00,3,1,10,97,67,14,49,99,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
739,1,2,2.00,0,0,2,12,35,14,33,12,8,0,2,3,5,2,1,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,,,
740,1,2,2.00,3,0,4,97,35,9,22,98,8,0,2,1,4,5,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,,,
741,1,3,2.00,2,2,4,98,48,19,66,8,18,1,0,4,5,2,1,3,1,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,2,,,
742,2,1,2.00,4,1,8,8,67,16,64,8,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
743,1,1,2.00,3,0,4,98,26,10,42,8,11,0,2,4,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
744,1,2,2.00,1,2,8,12,24,12,40,12,12,2,0,2,5,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
745,1,2,2.00,2,2,3,12,39,16,48,12,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
746,1,2,2.00,2,0,3,5,63,12,54,99,97,0,1,4,5,1,2,3,1,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,2,,,
747,1,1,2.00,6,0,3,98,82,14,51,99,99,0,1,1,5,4,2,3,1,2,2,2,2,2,2,1,1,9,9,9,9,9,9,9,9,9,1,,,
748,1,2,2.00,2,1,0,97,74,16,46,12,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
749,1,1,2.00,1,0,3,13,38,13,32,10,97,0,1,4,5,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
750,3,2,2.00,2,2,3,97,37,16,64,13,14,2,0,3,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,,,
751,1,3,2.00,2,2,4,9,47,14,41,8,97,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
752,1,1,2.00,2,0,2,16,38,12,27,10,12,0,1,2,5,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
753,1,2,2.00,1,1,1,14,41,12,40,12,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
754,1,2,2.00,1,2,2,97,30,12,37,14,97,1,0,4,5,1,2,3,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,,,
755,1,1,2.00,2,1,3,16,64,13,47,12,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
756,1,1,2.00,0,0,4,97,28,17,58,12,97,0,1,5,4,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,
757,1,1,2.00,1,1,2,11,41,20,64,10,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
758,1,2,2.00,2,0,4,99,33,14,51,99,12,0,2,4,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,,,
759,1,1,2.00,2,2,2,3,52,12,31,98,6,1,0,3,5,4,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,,,
760,1,9,2.00,2,2,7,14,26,12,36,12,11,2,0,5,4,2,3,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,,
761,1,2,2.00,2,1,4,12,38,15,30,9,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
762,1,1,2.00,4,0,2,98,56,11,29,10,9,0,1,3,4,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
763,2,2,2.00,9,9,2,97,45,99,35,98,16,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,,,
764,2,2,2.00,9,2,98,16,32,99,0,98,99,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
765,2,2,2.00,0,0,1,98,82,3,23,98,97,0,1,1,5,4,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
766,2,2,2.00,4,2,3,97,26,13,36,14,97,8,0,1,5,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
767,2,2,2.00,4,1,4,97,29,12,28,12,14,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
768,1,2,2.00,3,2,3,98,70,12,47,12,12,1,0,5,4,1,3,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,,,
769,1,1,2.00,3,0,4,12,70,12,49,16,12,0,1,3,5,4,2,1,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,1,,,
770,1,2,2.00,0,3,1,97,84,8,21,98,97,8,0,1,5,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
771,1,3,2.00,2,3,4,16,24,8,17,12,97,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
772,1,1,2.00,7,1,4,98,62,8,37,98,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
773,1,3,2.00,1,0,4,98,45,13,30,13,97,0,2,2,3,1,5,4,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,,
774,1,1,2.00,4,2,6,2,68,10,37,5,10,1,0,3,5,2,1,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
775,1,2,2.00,0,1,0,12,19,12,39,12,97,1,0,5,4,1,2,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
776,1,1,2.00,8,1,3,8,67,11,22,8,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
777,1,1,2.00,1,0,1,12,24,12,55,15,16,0,1,1,5,4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
778,1,2,2.00,3,1,5,12,38,12,39,12,12,2,0,1,5,2,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
779,1,1,2.00,1,1,1,16,41,14,31,16,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
780,1,2,2.00,5,0,4,14,33,15,51,12,12,0,1,4,5,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
781,1,1,2.00,2,2,3,15,35,17,42,16,17,1,0,4,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
782,1,1,2.00,1,1,0,14,26,16,64,12,13,1,0,1,5,4,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
783,1,1,2.00,2,2,4,5,36,12,35,7,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
784,1,1,2.00,4,2,1,6,73,19,39,14,13,2,0,4,5,2,1,3,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,,,
785,1,1,2.00,0,0,2,8,75,12,51,8,16,0,2,1,5,3,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
786,1,2,2.00,0,1,4,19,25,16,44,17,97,2,0,4,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
787,1,2,2.00,1,3,3,98,66,12,32,99,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
788,1,2,2.00,4,0,8,8,43,12,22,7,9,0,1,5,3,4,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,1,,,
789,1,1,2.00,2,2,8,5,46,16,37,12,10,2,0,1,5,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
790,1,2,2.00,2,2,5,12,77,10,24,97,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
791,1,1,2.00,2,0,6,7,72,12,51,7,10,0,1,1,2,3,4,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
792,1,2,3.00,1,2,4,98,27,12,24,0,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
793,1,2,3.00,0,2,4,12,36,15,29,8,97,1,0,1,5,3,2,4,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
794,1,2,3.00,6,1,9,5,62,11,48,2,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
795,1,1,3.00,3,1,17,3,40,12,50,3,12,1,0,3,5,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
796,1,2,3.00,1,1,8,4,42,12,39,2,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
797,1,2,3.00,4,0,3,6,61,7,51,0,6,0,1,2,5,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
798,1,2,3.00,2,2,5,16,80,15,40,12,97,2,0,5,4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
799,1,2,3.00,2,1,4,98,63,14,64,98,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
800,1,1,3.00,2,0,2,14,31,14,57,10,12,0,1,3,5,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
801,1,2,3.00,1,2,5,12,33,9,43,11,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
802,1,1,3.00,1,1,5,99,20,7,0,99,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
803,1,2,3.00,1,0,3,14,21,13,28,8,12,0,1,1,5,2,3,4,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
804,1,2,3.00,3,1,5,98,67,6,40,98,97,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
805,1,1,3.00,3,0,2,7,49,16,66,7,16,0,1,1,5,2,4,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,,,
806,1,3,3.00,4,0,8,98,37,9,36,97,97,0,1,1,5,4,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
807,1,2,3.00,0,2,3,12,21,11,23,98,97,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
808,1,1,3.00,1,0,3,98,55,10,30,98,14,0,1,1,5,4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,,,
809,1,2,3.00,1,2,3,8,23,15,29,10,12,2,0,5,4,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
810,1,2,3.00,1,2,1,97,80,13,34,15,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
811,1,2,3.00,2,2,5,98,76,8,22,98,12,2,0,1,5,2,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
812,1,2,3.00,3,2,9,8,81,8,31,98,97,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
813,1,2,3.00,0,1,3,97,31,13,49,10,97,1,0,4,5,1,2,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,,,
814,1,2,3.00,3,2,17,98,24,12,40,8,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
815,1,1,3.00,8,2,2,6,49,10,64,12,97,1,0,4,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
816,1,2,3.00,0,0,6,10,21,12,27,12,97,0,1,1,5,4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
817,1,2,3.00,0,1,1,12,20,12,0,13,97,2,0,4,5,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
818,1,2,3.00,0,1,3,12,21,15,0,17,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
819,1,3,3.00,0,0,4,0,65,7,28,7,97,0,2,5,4,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
820,2,3,3.00,1,1,11,98,27,12,21,98,97,1,0,1,5,2,4,3,1,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,2,1,1,,,
821,1,1,3.00,0,1,6,0,53,3,23,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
822,1,3,2.00,3,0,3,4,62,8,36,4,7,0,2,4,5,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,
823,1,2,2.00,0,1,2,13,26,9,36,13,97,2,0,1,5,4,2,3,1,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,1,,,
824,1,3,2.00,2,2,3,3,43,9,36,8,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
825,1,1,2.00,7,0,9,8,78,8,31,8,97,0,2,1,5,4,2,3,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,,,
826,1,2,2.00,4,1,4,97,50,9,51,5,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
827,1,2,2.00,2,0,4,12,29,10,42,9,97,0,2,2,5,1,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
828,1,1,2.00,8,3,4,0,89,0,28,0,3,8,0,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,,,
829,2,2,2.00,2,2,12,8,42,12,28,7,97,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
830,1,1,2.00,3,0,7,9,76,8,36,9,97,0,2,2,5,4,1,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
831,1,2,2.00,0,2,2,16,21,13,31,16,97,2,0,1,5,2,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,
832,1,2,2.00,0,2,7,5,69,12,44,3,97,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,
833,1,2,2.00,0,0,1,5,44,10,27,7,12,0,1,1,5,3,2,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,
